Product Title,Star,Rating,Review,Processor,RAM,ROM,Screen Size,Current Price,MRP,Image Link
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP Victus Core i5 11th Gen,4.3,325,48,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,40.89 cm (16.1 inch),"₹67,990","₹77,190",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/h/o/-original-imagggyq3zzqggpz.jpeg?q=70
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.3,275,29,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹42,990","₹58,990",https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/s/m/asus-original-imaftndw8zg398np.jpeg?q=70
APPLE MacBook Air M1,4.7,"8,273",749,Apple M1 Processor,8 GB DDR4,512 GB SSD,33.78 cm (13.3 inch),"₹1,04,990","₹1,10,900",https://rukminim1.flixcart.com/image/312/312/kp5sya80/screen-guard/tempered-glass/o/v/n/apple-macbook-air-m1-13-3-inch-lightwings-original-imag3gh5xftgbpg3.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
ASUS Core i5 10th Gen,4.8,9,1,Intel Core i5 Processor (10th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹52,990","₹57,990",https://rukminim1.flixcart.com/image/312/312/ks4yz680/computer/q/5/z/x409fa-ek617t-thin-and-light-laptop-asus-original-imag5rwhrgjtgkyq.jpeg?q=70
acer Extensa Core i3 11th Gen,4.1,595,65,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹34,990","₹41,999",https://rukminim1.flixcart.com/image/312/312/l5e81ow0/computer/j/w/o/ex-215-54-thin-and-light-laptop-acer-original-imagg28wzdeny2jq.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Lenovo IdeaPad 3 Core i5 12th Gen,4,63,8,Intel Core i5 Processor (12th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹62,490","₹82,490",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/a/c/3/-original-imagg56h9gat842s.jpeg?q=70
HP G8 Core i3 11th Gen,4.2,37,0,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹36,990","₹45,743",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/t/e/hp-250-g8-notebook-hp-original-imaggy7xh7jnch35.jpeg?q=70
HP Ryzen 5 Hexa Core 5500U,4.2,139,12,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹53,999","₹62,826",https://rukminim1.flixcart.com/image/312/312/l5fnhjk0/computer/c/p/c/14s-fy1005au-thin-and-light-laptop-hp-original-imagg4dgtu77mzye.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
ASUS VivoBook Flip 14 Core i3 11th Gen,4.6,89,8,Intel Core i3 Processor (11th Gen),8 GB LPDDR4X,256 GB SSD,35.56 cm (14 Inch) Touchscreen,"₹46,990","₹63,990",https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70
DELL Core i5 11th Gen,4.1,87,5,Processor: i5-11260H (Base: 2.60 GHz up to 4.40 GHz) 12MB Cache,& Storage: 16GB DDR4 (2 DIMM Slots) 512GB SSD,"Display: 15.6"" FHD WVA AG 250 nits 120Hz Narrow Border, Keyboard & Warranty: Backlit Keyboard Orange & 1 Year Onsite Premium Support",Ports: 1. HiSpeed USB 2.0 | 2. HiSpeed USB 2.0 with PowerShare | 3. USB 3.2 Gen 1 Type-C port with Port with alt mode | 4. SuperSpeed USB 3.2 | 5. HDMI | 6. Power in | 7. RJ45 | 8. Headphones/mic,"₹69,333","₹95,999",https://rukminim1.flixcart.com/image/312/312/l59xq4w0/computer/h/u/z/-original-imagfzmncb5nfzhw.jpeg?q=70
ASUS Vivobook 15 Touch Core i5 11th Gen,4.3,102,12,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch) Touchscreen,"₹53,990","₹74,990",https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
APPLE 2022 MacBook AIR M2,4.7,15,2,Apple M2 Processor,8 GB Unified Memory,512 GB SSD,34.54 cm (13.6 Inch),"₹1,39,990","₹1,49,900",https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/a/b/i/macbook-air-thin-and-light-laptop-apple-original-imagfdf4xnbyyxpa.jpeg?q=70
ASUS Vivobook 15 OLED (2022) Core i5 12th Gen,0,0,0,Get unparalleled power and reliability with the new Intel 12th Gen CPU,"15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certified",Light Laptop without Optical Disk Drive,"Backlit chiclet keyboard, Finger Print Sensor for Faster System Access","₹71,990","₹85,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/v/u/x1505za-l1511ws-thin-and-light-laptop-asus-original-imaghyvaqhhvhyv9.jpeg?q=70
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H,4.6,92,11,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹89,990","₹1,07,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/h/n/-original-imaggzesaqdhy3xd.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP Athlon Dual Core 3050U,4.2,533,63,AMD Athlon Dual Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹29,990","₹39,288",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/j/c/-original-imagh3wecapg5gqn.jpeg?q=70
ASUS TUF Dash F15 Core i7 12th Gen,4.4,109,12,Intel Core i7 Processor (12th Gen),16 GB DDR5,1 TB SSD,39.62 cm (15.6 inch),"₹1,01,990","₹1,28,990",https://rukminim1.flixcart.com/image/312/312/l572ufk0/computer/r/n/k/fx517zc-hn108ws-gaming-laptop-asus-original-imagfxj5nfwkg5s7.jpeg?q=70
APPLE 2022 MacBook AIR M2,4.7,40,3,Apple M2 Processor,8 GB Unified Memory,256 GB SSD,34.54 cm (13.6 Inch),"₹1,12,990","₹1,19,900",https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/a/b/i/macbook-air-thin-and-light-laptop-apple-original-imagfdf4xnbyyxpa.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
ASUS Vivobook 15 OLED (2022) Core i5 12th Gen,0,0,0,Get unparalleled power and reliability with the new Intel 12th Gen CPU,"15.6 Inch Full HD OLED 16:9 aspect ratio, 0.2ms response time, 600nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 600, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TUV Rheinland-certified",Light Laptop without Optical Disk Drive,"Backlit chiclet keyboard, Finger Print Sensor for Faster System Access","₹71,990","₹85,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/v/u/x1505za-l1511ws-thin-and-light-laptop-asus-original-imaghyvaqhhvhyv9.jpeg?q=70
HP 15s Intel Core i3 11th Gen,4.1,88,2,Intel Core i3 Processor (11th Gen),8 GB DDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹45,990","₹51,470",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/u/m/15s-du3614tu-thin-and-light-laptop-hp-original-imagghe6jcf76wgc.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
HP Athlon Dual Core 3050U,4.2,533,63,AMD Athlon Dual Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹29,990","₹39,288",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/j/c/-original-imagh3wecapg5gqn.jpeg?q=70
ASUS TUF Dash F15 Core i7 12th Gen,4.4,109,12,Intel Core i7 Processor (12th Gen),16 GB DDR5,1 TB SSD,39.62 cm (15.6 inch),"₹1,01,990","₹1,28,990",https://rukminim1.flixcart.com/image/312/312/l572ufk0/computer/r/n/k/fx517zc-hn108ws-gaming-laptop-asus-original-imagfxj5nfwkg5s7.jpeg?q=70
ASUS TUF Gaming A15 with 90Whr Battery Ryzen 7 Octa Core 5800H,4.6,92,11,AMD Ryzen 7 Octa Core Processor,16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹89,990","₹1,07,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/h/n/-original-imaggzesaqdhy3xd.jpeg?q=70
ASUS VivoBook 15 (2022) Core i3 11th Gen,4.3,824,98,Intel Core i3 Processor (11th Gen),8 GB DDR4,1 TB HDD|256 GB SSD,39.62 cm (15.6 inch),"₹39,990","₹54,990",https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
DELL Vostro Ryzen 3 Dual Core R3,3.8,406,49,Processor: AMD Ryzen 3-3250U (2.60 GHz up to 3.50 GHz),& Storage: 8GB DDR4 (2 DIMM Slots) & 1TB HDD,"Display: 14.0"" FHD WVA AG Narrow Border","Ports: USB 3.2 Gen 1 (x2), USB2.0 (x1), HDMI 1.4, SD Media Card Reader (SD, SDHC, SDXC), RJ45 - 10/100Mbps","₹34,100","₹50,651",https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/u/8/s/-original-imagf35ee3xwgkzv.jpeg?q=70
ASUS Vivobook 14 (2022) Core i5 12th Gen,5,3,0,Intel Core i5 Processor (12th Gen),16 GB DDR4,512 GB SSD,35.56 cm (14 Inch) Touchscreen,"₹66,990","₹82,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/u/o/-original-imagg6t9hc6wubth.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS Core i3 10th Gen,4.8,4,0,Intel Core i3 Processor (10th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹33,990","₹45,499",https://rukminim1.flixcart.com/image/312/312/ks4yz680/computer/q/5/z/x409fa-ek617t-thin-and-light-laptop-asus-original-imag5rwhrgjtgkyq.jpeg?q=70
SAMSUNG Galaxy Book2 Core i5 12th Gen,4.6,67,11,Intel Core i5 Processor (12th Gen),8 GB LPDDR4X,256 GB SSD,39.62 cm (15.6 Inch),"₹61,990","₹79,990",https://rukminim1.flixcart.com/image/312/312/l37mtu80/computer/q/v/i/np750xed-kb1in-thin-and-light-laptop-samsung-original-imagednvcrgdxpam.jpeg?q=70
APPLE 2022 MacBook AIR M2,4.7,15,2,Apple M2 Processor,8 GB Unified Memory,512 GB SSD,34.54 cm (13.6 Inch),"₹1,39,990","₹1,49,900",https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/a/b/i/macbook-air-thin-and-light-laptop-apple-original-imagfdf4xnbyyxpa.jpeg?q=70
APPLE MacBook Air M1,4.7,592,70,Apple M1 Processor,16 GB DDR4,256 GB SSD,33.78 cm (13.3 inch),"₹1,04,990","₹1,12,900",https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/i/d/p/na-thin-and-light-laptop-apple-original-imagaygvtvf6cx8h.jpeg?q=70
HP 15s Intel Core i3 11th Gen,4.2,145,11,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹41,990","₹47,834",https://rukminim1.flixcart.com/image/312/312/l51d30w0/computer/4/a/i/15s-fq2671tu-thin-and-light-laptop-hp-original-imagfsxsgmkdcjsg.jpeg?q=70
ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,4.3,275,29,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹42,990","₹58,990",https://rukminim1.flixcart.com/image/312/312/l3t2fm80/computer/n/w/v/-original-imageuecpzydw2gg.jpeg?q=70
ASUS VivoBook 14 (2022) Core i3 12th Gen,4.1,19,3,Intel Core i3 Processor (12th Gen),8 GB DDR4,512 GB SSD,35.56 cm (14 inch),"₹47,990","₹62,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/w/-original-imagg6t9sb9gvafu.jpeg?q=70
ASUS TUF Gaming A15 Ryzen 5 Hexa Core AMD R5,4.5,190,20,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,1 TB SSD,39.62 cm (15.6 inch),"₹65,990","₹75,990",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/u/-original-imaggzes4pd7ptkx.jpeg?q=70
APPLE 2021 Macbook Pro M1 Pro,4.8,108,15,Apple M1 Pro Processor,16 GB Unified Memory,1 TB SSD,36.07 cm (14.2 inch),"₹2,22,990","₹2,39,900",https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/c/8/u/mkgp3hn-a-thin-and-light-laptop-apple-original-imag7yznc5d2rsuh.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,631,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 inch),"₹36,990","₹60,890",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70
Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 5500U,4.4,83,8,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,35.56 cm (14 Inch) Touchscreen,"₹61,990","₹83,890",https://rukminim1.flixcart.com/image/312/312/l0sgyvk0/computer/n/n/1/14alc05-thin-and-light-laptop-lenovo-original-imagchxwvqxpfxrh.jpeg?q=70
SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2,4.4,86,15,Qualcomm Snapdragon 7c Gen 2 Processor,4 GB LPDDR4X,35.56 cm (14 Inch) Display,Office Home and Student 2021,"₹32,990","₹47,990",https://rukminim1.flixcart.com/image/312/312/l0r1j0w0/computer/z/m/a/np340xla-ka1in-thin-and-light-laptop-samsung-original-imagcgqvcvcbsun6.jpeg?q=70
APPLE 2022 MacBook AIR M2,4.6,23,0,Apple M2 Processor,8 GB Unified Memory,512 GB SSD,34.54 cm (13.6 Inch),"₹1,39,990","₹1,49,900",https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/y/j/z/macbook-air-thin-and-light-laptop-apple-original-imagfdeqter4sj2j.jpeg?q=70
HP 15s Intel Core i5 12th Gen,4.1,29,4,Intel Core i5 Processor (12th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹58,899","₹69,083",https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/e/x/b/-original-imagf4ghfjtdpb3z.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen,4.2,"3,714",353,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹38,000","₹59,390",https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70
Lenovo IdeaPad Gaming Core i5 11th Gen,4.3,"2,169",190,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹53,599","₹76,890",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
DELL Athlon Dual Core 3050U,3.6,5,0,Processor: AMD Athlon Silver 3050U (Base- 2.30 GHz & Turbo up to 3.20 GHz) 2 Cores,& Storage: 8GB DDR4 & 256GB SSD,"Display: 15.6"" HD WVA AG Narrow Border","Ports: 2x USB 3.2 Gen1 ,1x USB 2.0, HDMI 1.4b, SD Card reader, Audio jack","₹31,990","₹44,630",https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/2/o/p/vostro-3515-thin-and-light-laptop-dell-original-imagf4mtrpqmswmm.jpeg?q=70
Lenovo Ideapad Slim 3 Core i3 10th Gen,4.4,203,18,Intel Core i3 Processor (10th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹37,490","₹61,490",https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 7 Octa Core AMD R7,4.5,304,40,AMD Ryzen 7 Octa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹74,990","₹1,02,090",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/u/h/h/15ach6-gaming-laptop-lenovo-original-imaggmxtjewnjpeq.jpeg?q=70
Lenovo IdeaPad Gaming 3 Core i5 11th Gen,4.3,294,30,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹66,490","₹93,690",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
ASUS VivoBook K15 OLED Ryzen 5 Hexa Core AMD R5,4.4,669,72,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹64,990","₹80,990",https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70
ASUS VivoBook Core i3 11th Gen,4.3,552,53,Intel Core i3 Processor (11th Gen),8 GB DDR4,256 GB SSD,35.56 cm (14 Inch),"₹35,990","₹50,990",https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
acer Aspire 7 Core i5 12th Gen,4.3,"2,519",294,Intel Core i5 Processor (12th Gen),16 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,990","₹94,999",https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/i/n/e/a715-5g-gaming-laptop-acer-original-imagfj2g954wfdyz.jpeg?q=70
Infinix X1 Series Core i7 10th Gen,4.2,165,24,Intel Core i7 Processor (10th Gen),16 GB LPDDR4X,512 GB SSD,35.56 cm (14 Inch),"₹46,990","₹69,999",https://rukminim1.flixcart.com/image/312/312/kw3v0cw0/computer/j/q/f/inbook-x1-thin-and-light-laptop-infinix-original-imag8vfssyyfzvku.jpeg?q=70
Lenovo IdeaPad Gaming 3 Ryzen 5 Hexa Core AMD R5,3.9,8,1,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹69,490","₹95,790",https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70
APPLE 2022 MacBook AIR M2,4.9,33,4,Apple M2 Processor,8 GB Unified Memory,256 GB SSD,34.54 cm (13.6 Inch),"₹1,12,990","₹1,19,900",https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/p/p/o/macbook-air-thin-and-light-laptop-apple-original-imagfdfpnjjpdhq2.jpeg?q=70
Lenovo Celeron Dual Core,4.1,85,7,Intel Celeron Dual Core Processor,8 GB DDR4,256 GB SSD,39.62 cm (15.6 Inch),"₹29,490","₹44,690",https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/e/s/15igl05-thin-and-light-laptop-lenovo-original-imaghvfkfwpmnpcf.jpeg?q=70
APPLE 2021 Macbook Pro M1 Max,4.3,12,4,Apple M1 Max Processor,32 GB Unified Memory,1 TB SSD,41.15 cm (16.2 inch),"₹3,06,990","₹3,29,900",https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/3/n/s/mk183hn-a-laptop-apple-original-imag7yzkbgbwvwq3.jpeg?q=70
ASUS TUF Gaming F15 Core i5 10th Gen,4.6,95,5,Intel Core i5 Processor (10th Gen),8 GB DDR4,1 TB SSD,39.62 cm (15.6 Inch),"₹65,990","₹84,990",https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70
DELL Inspiron Core i3 11th Gen,4.2,307,50,Intel Core i3 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹46,890","₹58,908",https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
APPLE 2022 MacBook AIR M2,4.6,11,2,Apple M2 Processor,8 GB Unified Memory,256 GB SSD,34.54 cm (13.6 Inch),"₹1,12,990","₹1,19,900",https://rukminim1.flixcart.com/image/312/312/l4hcx3k0/computer/5/h/h/macbook-air-thin-and-light-laptop-apple-original-imagfdfew8gszzhk.jpeg?q=70
MSI Core i5 11th Gen,4.4,161,14,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 Inch),"₹59,990","₹78,990",https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
ASUS ROG Strix SCAR 17 (2022) Core i9 12th Gen,0,0,0,Intel Core i9 Processor (12th Gen),32 GB DDR5,2 TB SSD,43.94 cm (17.3 inch),"₹2,61,990","₹3,11,990",https://rukminim1.flixcart.com/image/312/312/l0vbukw0/computer/2/c/9/-original-imagckcfhgpfbdme.jpeg?q=70
HP Core i7 12th Gen,4.5,6,0,Intel Core i7 Processor (12th Gen),16 GB DDR4,1 TB SSD,35.56 cm (14 inch),"₹88,990","₹1,02,500",https://rukminim1.flixcart.com/image/312/312/l4ssfww0/computer/t/a/s/14-dv2015tu-laptop-hp-original-imagfmagnzqxggak.jpeg?q=70
RedmiBook Pro Core i5 11th Gen,4.2,"3,166",389,Intel Core i5 Processor (11th Gen),8 GB DDR4,512 GB SSD,39.62 cm (15.6 inch),"₹42,990","₹59,999",https://rukminim1.flixcart.com/image/312/312/kuwzssw0/computer/x/l/a/redmibook-15-pro-thin-and-light-laptop-redmi-original-imag7xhnakyazyma.jpeg?q=70
